Offense,family_violence,occurred_date,location_type,Zip,Latitude,Longitude
CRIMINAL MISCHIEF,N,2019-08-11,HOTEL / MOTEL / ETC.,78744,30.21463049,-97.75080439
THEFT,N,2019-04-14,SERVICE/ GAS STATION,78729,30.44091106,-97.77369229
BURGLARY OF VEHICLE,N,2019-09-21,RESIDENCE / HOME,78702,30.25199839,-97.72564896
BURGLARY OF VEHICLE,N,2020-03-15,RESIDENCE / HOME,78751,30.30470965,-97.74142043
FAMILY DISTURBANCE,N,2021-12-16,RESIDENCE / HOME,78723,30.2925906,-97.70638239
BURGLARY OF VEHICLE,N,2019-03-05,RESIDENCE / HOME,78744,30.17364438,-97.75908838
FAMILY DISTURBANCE,N,2021-11-08,RESIDENCE / HOME,78759,30.40363228,-97.7481402
THEFT,N,2019-10-07,RESIDENCE / HOME,78745,30.2043469,-97.82902978
CRIMINAL MISCHIEF,N,2019-02-14,RENTAL STORAGE FACILITY,78704,30.2253837,-97.75214159
FAMILY DISTURBANCE,N,2021-11-07,RESIDENCE / HOME,78727,30.42780091,-97.68027738
BURGLARY OF VEHICLE,N,2019-09-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78729,30.44134317,-97.76475814
FAMILY DISTURBANCE,N,2019-01-10,RESIDENCE / HOME,78759,30.36705493,-97.74225695
CRIMINAL MISCHIEF,N,2020-03-16,RESIDENCE / HOME,78723,30.30755468,-97.67805181
FAMILY DISTURBANCE,N,2019-03-03,RESIDENCE / HOME,78748,30.16998763,-97.83634244
THEFT,N,2021-03-04,RESIDENCE / HOME,78758,30.39917159,-97.72356881
THEFT,N,2020-12-09,OTHER / UNKNOWN,78701,30.26845394,-97.74220053
THEFT,N,2021-11-17,DEPARTMENT / DISCOUNT STORE,78746,30.25788603,-97.80700704
FAMILY DISTURBANCE,N,2019-02-01,HOTEL / MOTEL / ETC.,78753,30.34430294,-97.69766805
FAMILY DISTURBANCE,N,2021-09-14,RESIDENCE / HOME,78748,30.14316618,-97.79949622
THEFT,N,2021-10-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.2964477,-97.74387361
FAMILY DISTURBANCE,N,2021-10-30,RESIDENCE / HOME,78754,30.40514245,-97.64220521
THEFT,N,2019-01-08,DEPARTMENT / DISCOUNT STORE,78753,30.42259804,-97.67022684
BURGLARY OF VEHICLE,N,2019-02-02,SPECIALTY  STORE,78748,30.16431985,-97.78791761
FAMILY DISTURBANCE,N,2021-03-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.28496223,-97.67045577
CRIMINAL MISCHIEF,N,2020-07-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.23589619,-97.74495555
FAMILY DISTURBANCE,N,2020-06-11,RESIDENCE / HOME,78704,30.2253837,-97.75214159
THEFT,N,2020-07-02,SERVICE/ GAS STATION,78745,30.22250974,-97.76487063
FAMILY DISTURBANCE,N,2019-05-09,RESIDENCE / HOME,78758,30.37025069,-97.71718296
CRIMINAL MISCHIEF,N,2020-09-16,OTHER / UNKNOWN,78705,30.28395829,-97.7460467
BURGLARY OF VEHICLE,N,2020-07-14,RESIDENCE / HOME,78705,30.28498534,-97.74596846
BURGLARY OF VEHICLE,N,2019-05-07,PARKING /DROP LOT/ GARAGE,78759,30.38514788,-97.73850323
FAMILY DISTURBANCE,N,2019-05-24,RESIDENCE / HOME,78745,30.19791491,-97.78033282
BURGLARY OF VEHICLE,N,2020-05-15,RESIDENCE / HOME,78758,30.37169526,-97.71357533
CRIMINAL MISCHIEF,N,2021-05-28,PARKING /DROP LOT/ GARAGE,78701,30.27780489,-97.74518492
CRIMINAL MISCHIEF,N,2019-06-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.17467695,-97.80482357
THEFT,N,2019-07-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26070309,-97.73837532
THEFT,N,2019-08-09,CONVENIENCE STORE,78758,30.39158491,-97.72121388
BURGLARY OF VEHICLE,N,2019-01-09,PARKING /DROP LOT/ GARAGE,78717,30.48940343,-97.77319761
FAMILY DISTURBANCE,N,2021-09-27,RESIDENCE / HOME,78741,30.2316152,-97.73645832
FAMILY DISTURBANCE,N,2020-03-29,RESIDENCE / HOME,78759,30.40363228,-97.7481402
THEFT,N,2021-09-06,RESIDENCE / HOME,78722,30.29240792,-97.71950843
FAMILY DISTURBANCE,N,2019-01-23,RESIDENCE / HOME,78754,30.33001137,-97.67817568
CRIMINAL MISCHIEF,N,2019-05-08,RESIDENCE / HOME,78758,30.37771479,-97.70263919
THEFT,N,2021-06-07,RESTAURANT,78751,30.30046387,-97.71965158
CRIMINAL MISCHIEF,N,2021-06-20,RESIDENCE / HOME,78744,30.17162482,-97.78281577
CRIMINAL MISCHIEF,N,2020-07-08,PARKING /DROP LOT/ GARAGE,78753,30.39785078,-97.66153467
THEFT,N,2021-03-15,RESIDENCE / HOME,78739,30.19140022,-97.89551748
FAMILY DISTURBANCE,N,2020-03-21,HOTEL / MOTEL / ETC.,78757,30.33506287,-97.72111131
FAMILY DISTURBANCE,N,2019-12-10,RESIDENCE / HOME,78753,30.36929434,-97.68958822
THEFT,N,2020-02-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26602691,-97.74540561
FAMILY DISTURBANCE,N,2020-10-15,RESIDENCE / HOME,78758,30.40181568,-97.7047547
CRIMINAL MISCHIEF,N,2019-06-24,PARKING /DROP LOT/ GARAGE,78756,30.31748072,-97.74052895
THEFT,N,2019-06-19,RESIDENCE / HOME,78735,30.24911365,-97.89217561
THEFT,N,2020-05-15,SERVICE/ GAS STATION,78744,30.1683339,-97.78259876
CRIMINAL MISCHIEF,N,2021-04-20,RESIDENCE / HOME,78741,30.22771827,-97.70117264
CRIMINAL MISCHIEF,N,2020-09-21,RESIDENCE / HOME,78741,30.22771827,-97.70117264
THEFT,N,2020-04-01,RESIDENCE / HOME,78741,30.22484581,-97.72059573
THEFT,N,2019-07-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26557556,-97.73424895
FAMILY DISTURBANCE,N,2020-01-01,RESIDENCE / HOME,78704,30.23398057,-97.78964172
FAMILY DISTURBANCE,N,2019-08-09,RESIDENCE / HOME,78741,30.22899126,-97.72062928
THEFT,N,2020-11-03,RESIDENCE / HOME,78758,30.36375899,-97.70007335
THEFT,N,2021-06-05,DEPARTMENT / DISCOUNT STORE,78741,30.22671474,-97.70628016
BURGLARY OF VEHICLE,N,2019-12-07,RESTAURANT,78701,30.2648492,-97.74115982
FAMILY DISTURBANCE,N,2020-02-23,RESIDENCE / HOME,78744,30.19489495,-97.735343
CRIMINAL MISCHIEF,N,2019-10-07,OTHER / UNKNOWN,78753,30.34719351,-97.69472235
FAMILY DISTURBANCE,N,2021-02-19,RESIDENCE / HOME,78748,30.18153143,-97.84472427
CRIMINAL MISCHIEF,N,2019-04-16,PARKING /DROP LOT/ GARAGE,78759,30.41306523,-97.74796656
FAMILY DISTURBANCE,N,2021-07-15,HOTEL / MOTEL / ETC.,78753,30.33802276,-97.69507465
BURGLARY OF VEHICLE,N,2019-04-12,PARKING /DROP LOT/ GARAGE,78704,30.23424542,-97.79259308
THEFT,N,2019-07-27,RESIDENCE / HOME,78748,30.19320783,-97.83929143
CRIMINAL MISCHIEF,N,2020-11-07,OTHER / UNKNOWN,78758,30.35791759,-97.71486928
CRIMINAL MISCHIEF,N,2020-06-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27209991,-97.74991657
BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78753,30.37777243,-97.65887439
THEFT,N,2019-01-27,BAR / NIGHTCLUB,78701,30.26714913,-97.7383383
BURGLARY OF VEHICLE,N,2020-02-12,RESIDENCE / HOME,78751,30.31469541,-97.73635592
THEFT,N,2020-04-24,SPECIALTY  STORE,78753,30.36854931,-97.69307549
CRIMINAL MISCHIEF,N,2020-12-08,PARKING /DROP LOT/ GARAGE,78758,30.36417602,-97.69694417
BURGLARY OF VEHICLE,N,2021-10-10,RESIDENCE / HOME,78752,30.3244908,-97.68333369
CRIMINAL MISCHIEF,N,2020-08-12,PARKING /DROP LOT/ GARAGE,78753,30.36652906,-97.69300392
THEFT,N,2021-09-24,DEPARTMENT / DISCOUNT STORE,78723,30.30635266,-97.70916489
FAMILY DISTURBANCE,N,2020-05-10,RESIDENCE / HOME,78702,30.25992461,-97.72617626
CRIMINAL MISCHIEF,N,2019-11-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.1897435,-97.73520291
THEFT,N,2020-07-08,RESIDENCE / HOME,78753,30.35336193,-97.70285621
FAMILY DISTURBANCE,N,2021-09-30,RESIDENCE / HOME,78758,30.36873798,-97.7150259
THEFT,N,2019-09-29,RESIDENCE / HOME,78751,30.31770458,-97.71797041
CRIMINAL MISCHIEF,N,2019-05-31,PARKING /DROP LOT/ GARAGE,78758,30.37310385,-97.71440302
CRIMINAL MISCHIEF,N,2021-12-25,PARKING /DROP LOT/ GARAGE,78702,30.27288397,-97.69859762
CRIMINAL MISCHIEF,N,2020-06-09,RESIDENCE / HOME,78741,30.24412193,-97.69184626
THEFT,N,2020-02-15,RESIDENCE / HOME,78752,30.33483251,-97.69642068
BURGLARY OF VEHICLE,N,2019-07-11,PARK / PLAYGROUND,78750,30.37775164,-97.77876289
THEFT,N,2021-03-13,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.23158773,-97.69460894
BURGLARY OF VEHICLE,N,2019-01-05,RESIDENCE / HOME,78745,30.20243913,-97.79818857
CRIMINAL MISCHIEF,N,2019-12-02,RESIDENCE / HOME,78702,30.27054719,-97.71973276
BURGLARY OF VEHICLE,N,2021-06-02,OTHER / UNKNOWN,78717,30.49574403,-97.78251257
FAMILY DISTURBANCE,N,2020-11-08,RESIDENCE / HOME,78731,30.34589433,-97.75278885
FAMILY DISTURBANCE,N,2019-05-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.39028552,-97.67376525
BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78727,30.42053168,-97.74315516
CRIMINAL MISCHIEF,N,2020-05-15,RESIDENCE / HOME,78744,30.19754354,-97.76081673
THEFT,N,2019-07-17,RESIDENCE / HOME,78758,30.39837174,-97.72156621
THEFT,N,2019-06-30,BAR / NIGHTCLUB,78701,30.26678659,-97.73917819
BURGLARY OF VEHICLE,N,2019-03-30,RESIDENCE / HOME,78749,30.22791423,-97.84923633
BURGLARY OF VEHICLE,N,2020-01-13,PARKING /DROP LOT/ GARAGE,78759,30.4006337,-97.73748042
FAMILY DISTURBANCE,N,2019-10-15,PARKING /DROP LOT/ GARAGE,78729,30.46793555,-97.79250733
THEFT,N,2021-09-01,RESIDENCE / HOME,78758,30.37045881,-97.70650702
BURGLARY OF VEHICLE,N,2020-02-02,RESIDENCE / HOME,78749,30.23191296,-97.86973334
THEFT,N,2021-12-10,PARK / PLAYGROUND,78741,30.24834871,-97.71392178
FAMILY DISTURBANCE,N,2020-05-18,RESIDENCE / HOME,78747,30.14840317,-97.79327664
CRIMINAL MISCHIEF,N,2019-06-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.38711304,-97.6486156
CRIMINAL MISCHIEF,N,2019-10-17,RESIDENCE / HOME,78741,30.23205261,-97.72860737
CRIMINAL MISCHIEF,N,2019-11-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.37839005,-97.66713987
BURGLARY OF VEHICLE,N,2019-11-14,PARKING /DROP LOT/ GARAGE,78752,30.32535265,-97.70757653
THEFT,N,2019-05-29,GROCERY / SUPERMARKET,78749,30.23426728,-97.82622364
BURGLARY OF VEHICLE,N,2020-06-11,PARKING /DROP LOT/ GARAGE,78703,30.31394318,-97.77031441
BURGLARY OF VEHICLE,N,2020-01-26,PARKING /DROP LOT/ GARAGE,78758,30.39438023,-97.72017999
BURGLARY OF VEHICLE,N,2019-04-03,PARKING /DROP LOT/ GARAGE,78759,30.38806936,-97.73771715
BURGLARY OF VEHICLE,N,2021-10-11,RESIDENCE / HOME,78759,30.40261778,-97.77753923
BURGLARY OF VEHICLE,N,2019-04-14,RESIDENCE / HOME,78757,30.33785531,-97.75157068
BURGLARY OF VEHICLE,N,2021-06-29,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.27726432,-97.70605162
BURGLARY OF VEHICLE,N,2019-03-08,RESIDENCE / HOME,78748,30.17520501,-97.79912146
FAMILY DISTURBANCE,N,2020-12-31,RESIDENCE / HOME,78758,30.35644457,-97.70403755
THEFT,N,2021-07-06,RESIDENCE / HOME,78744,30.19340764,-97.73117527
BURGLARY OF VEHICLE,N,2021-02-02,PARKING /DROP LOT/ GARAGE,78660,30.44432556,-97.66609014
THEFT,N,2019-02-27,COMMERCIAL / OFFICE BUILDING,78753,30.34466319,-97.67846686
FAMILY DISTURBANCE,N,2021-02-25,RESIDENCE / HOME,78758,30.37102725,-97.70190175
THEFT,N,2019-01-03,DEPARTMENT / DISCOUNT STORE,78704,30.2200027,-97.75439457
FAMILY DISTURBANCE,N,2019-06-02,RESIDENCE / HOME,78752,30.33174263,-97.68835022
BURGLARY OF VEHICLE,N,2020-08-11,RESIDENCE / HOME,78723,30.30344364,-97.67822198
CRIMINAL MISCHIEF,N,2019-08-25,PARKING /DROP LOT/ GARAGE,78759,30.3944735,-97.74827156
FAMILY DISTURBANCE,N,2020-06-19,RESIDENCE / HOME,78752,30.33112567,-97.72239104
BURGLARY OF VEHICLE,N,2019-02-04,RESIDENCE / HOME,78723,30.31445697,-97.66937871
BURGLARY OF VEHICLE,N,2020-12-31,RESIDENCE / HOME,78723,30.31852904,-97.70341904
FAMILY DISTURBANCE,N,2020-06-26,RESIDENCE / HOME,78721,30.26293268,-97.69056168
BURGLARY OF VEHICLE,N,2021-12-06,RESIDENCE / HOME,78753,30.33915243,-97.69116575
BURGLARY OF VEHICLE,N,2019-06-26,PARKING /DROP LOT/ GARAGE,78757,30.35905882,-97.73460323
THEFT,N,2019-08-10,DEPARTMENT / DISCOUNT STORE,78723,30.31255862,-97.66379797
THEFT,N,2020-02-24,RESIDENCE / HOME,78758,30.3802316,-97.71084371
BURGLARY OF VEHICLE,N,2019-12-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.2858733,-97.76070316
CRIMINAL MISCHIEF,N,2020-06-26,PARKING /DROP LOT/ GARAGE,78753,30.34672426,-97.70012612
THEFT,N,2019-02-20,CONVENIENCE STORE,78704,30.25247359,-97.76290776
BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78704,30.22666742,-97.76798739
CRIMINAL MISCHIEF,N,2021-09-18,RESIDENCE / HOME,78758,30.36794147,-97.71507925
THEFT,N,2021-05-22,RESIDENCE / HOME,78721,30.28106565,-97.68096707
CRIMINAL MISCHIEF,N,2019-04-07,RESIDENCE / HOME,78723,30.31852904,-97.70341904
THEFT,N,2020-03-15,CONVENIENCE STORE,78749,30.2029767,-97.83773471
THEFT,N,2019-09-08,HOTEL / MOTEL / ETC.,78741,30.22625562,-97.74478634
CRIMINAL MISCHIEF,N,2021-09-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25554781,-97.70673758
FAMILY DISTURBANCE,N,2021-09-11,RESIDENCE / HOME,78758,30.41439648,-97.69874719
BURGLARY OF VEHICLE,N,2020-07-12,RESIDENCE / HOME,78741,30.23742674,-97.73171864
CRIMINAL MISCHIEF,N,2019-06-10,RESIDENCE / HOME,78759,30.41525038,-97.71925246
CRIMINAL MISCHIEF,N,2019-02-11,PARKING /DROP LOT/ GARAGE,78758,30.36651006,-97.69876758
THEFT,N,2020-10-06,OTHER / UNKNOWN,78745,30.21356476,-97.81355272
THEFT,N,2021-01-23,CONVENIENCE STORE,78741,30.23402135,-97.72209908
CRIMINAL MISCHIEF,N,2021-08-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26678552,-97.74497337
FAMILY DISTURBANCE,N,2021-07-11,RESIDENCE / HOME,78745,30.19084407,-97.77786025
FAMILY DISTURBANCE,N,2021-02-16,RESIDENCE / HOME,78741,30.23433699,-97.71398508
THEFT,N,2020-02-25,OTHER / UNKNOWN,78758,30.35596377,-97.70272183
THEFT,N,2019-08-02,RESIDENCE / HOME,78723,30.29145633,-97.66955082
CRIMINAL MISCHIEF,N,2019-07-21,RESIDENCE / HOME,78753,30.39495992,-97.6528231
BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78759,30.41306523,-97.74796656
BURGLARY OF VEHICLE,N,2020-07-23,RESIDENCE / HOME,78725,30.28148682,-97.66073087
CRIMINAL MISCHIEF,N,2019-12-18,OTHER / UNKNOWN,78617,30.22329955,-97.66454526
BURGLARY OF VEHICLE,N,2020-02-04,PARKING /DROP LOT/ GARAGE,78758,30.36865468,-97.72795342
THEFT,N,2020-09-16,RESIDENCE / HOME,78752,30.3403418,-97.71374503
CRIMINAL MISCHIEF,N,2021-06-25,RESIDENCE / HOME,78704,30.23499431,-97.78460418
CRIMINAL MISCHIEF,N,2019-10-09,HOTEL / MOTEL / ETC.,78759,30.39370099,-97.73929464
BURGLARY OF VEHICLE,N,2021-11-27,GOVERNMENT / PUBLIC BUILDING,78731,30.32104847,-97.77354003
FAMILY DISTURBANCE,N,2019-06-16,RESIDENCE / HOME,78741,30.24291643,-97.73470043
BURGLARY OF VEHICLE,N,2019-03-01,PARKING /DROP LOT/ GARAGE,78741,30.23504136,-97.71359538
BURGLARY OF VEHICLE,N,2020-02-08,PARKING /DROP LOT/ GARAGE,78758,30.36948655,-97.69959977
THEFT,N,2019-04-05,RESIDENCE / HOME,78705,30.29483704,-97.72967034
FAMILY DISTURBANCE,N,2019-07-24,RESIDENCE / HOME,78744,30.19365643,-97.74534947
THEFT,N,2021-02-06,RENTAL STORAGE FACILITY,78757,30.33956309,-97.73984033
FAMILY DISTURBANCE,N,2019-05-29,RESIDENCE / HOME,78759,30.40363228,-97.7481402
THEFT,N,2019-01-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26506475,-97.73862879
FAMILY DISTURBANCE,N,2019-01-18,RESIDENCE / HOME,78744,30.20055231,-97.75043031
FAMILY DISTURBANCE,N,2021-09-18,RESIDENCE / HOME,78748,30.15594157,-97.83378104
BURGLARY OF VEHICLE,N,2019-09-02,PARKING /DROP LOT/ GARAGE,78701,30.26454498,-97.73781581
THEFT,N,2020-02-04,COMMERCIAL / OFFICE BUILDING,78701,30.27075132,-97.74387527
FAMILY DISTURBANCE,N,2020-05-05,RESIDENCE / HOME,78750,30.45652049,-97.79606239
FAMILY DISTURBANCE,N,2019-08-04,RESIDENCE / HOME,78758,30.39917159,-97.72356881
THEFT,N,2019-04-02,SHOPPING MALL,78746,30.25788603,-97.80700704
CRIMINAL MISCHIEF,N,2020-04-14,OTHER / UNKNOWN,78758,30.4067901,-97.69786669
CRIMINAL MISCHIEF,N,2019-01-21,RESIDENCE / HOME,78721,30.28318174,-97.69407318
THEFT,N,2019-01-18,RESIDENCE / HOME,78757,30.35969821,-97.72342535
FAMILY DISTURBANCE,N,2020-06-20,RESIDENCE / HOME,78617,30.222752,-97.66572271
FAMILY DISTURBANCE,N,2020-09-12,RESIDENCE / HOME,78748,30.17857453,-97.81936855
THEFT,N,2019-05-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78724,30.28908032,-97.65952862
THEFT,N,2020-08-16,GOVERNMENT / PUBLIC BUILDING,78702,30.25893229,-97.69997951
FAMILY DISTURBANCE,N,2020-05-09,HOTEL / MOTEL / ETC.,78758,30.40219744,-97.72115796
FAMILY DISTURBANCE,N,2021-06-23,RESIDENCE / HOME,78741,30.23146495,-97.72122433
THEFT,N,2019-03-08,CONSTRUCTION SITE,78704,30.2603434,-97.75570907
FAMILY DISTURBANCE,N,2020-10-31,RESIDENCE / HOME,78704,30.25593964,-97.75199638
FAMILY DISTURBANCE,N,2021-07-17,RESIDENCE / HOME,78741,30.23146495,-97.72122433
FAMILY DISTURBANCE,N,2019-05-23,OTHER / UNKNOWN,78758,30.37267106,-97.71462413
FAMILY DISTURBANCE,N,2020-12-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26671242,-97.73891086
BURGLARY OF VEHICLE,N,2019-05-08,RESIDENCE / HOME,78745,30.19207223,-97.81373965
FAMILY DISTURBANCE,N,2020-08-15,RESIDENCE / HOME,78744,30.18474999,-97.76428513
BURGLARY OF VEHICLE,N,2020-11-13,OTHER / UNKNOWN,78759,30.40718612,-97.79041499
FAMILY DISTURBANCE,N,2019-02-07,FIELD / WOODS,78753,30.37774224,-97.6764808
CRIMINAL MISCHIEF,N,2021-03-17,GROCERY / SUPERMARKET,78745,30.22924532,-97.79009583
THEFT,N,2021-03-04,PARKING /DROP LOT/ GARAGE,78758,30.40154855,-97.72265413
CRIMINAL MISCHIEF,N,2021-10-28,SCHOOL/COLLEGE,78702,30.2646673,-97.72136842
THEFT,N,2020-12-17,GROCERY / SUPERMARKET,78750,30.43434837,-97.77270809
CRIMINAL MISCHIEF,N,2019-02-05,RESIDENCE / HOME,78751,30.32304565,-97.72390318
FAMILY DISTURBANCE,N,2019-06-29,RESIDENCE / HOME,78745,30.20939241,-97.80684396
THEFT,N,2020-05-09,RESIDENCE / HOME,78741,30.23402135,-97.72209908
THEFT,N,2021-12-20,RESIDENCE / HOME,78702,30.2526407,-97.73235099
FAMILY DISTURBANCE,N,2020-01-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26673013,-97.73897059
BURGLARY OF VEHICLE,N,2020-02-15,RESIDENCE / HOME,78746,30.26628276,-97.8021329
FAMILY DISTURBANCE,N,2021-01-31,PARKING /DROP LOT/ GARAGE,78701,30.27847641,-97.74370924
THEFT,N,2020-06-17,OTHER / UNKNOWN,78735,30.23569405,-97.80478439
FAMILY DISTURBANCE,N,2019-07-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.40493175,-97.71605144
BURGLARY OF VEHICLE,N,2019-08-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.35210967,-97.70268106
FAMILY DISTURBANCE,N,2020-01-26,PARKING /DROP LOT/ GARAGE,78752,30.32786624,-97.70487977
BURGLARY OF VEHICLE,N,2019-04-13,RESIDENCE / HOME,78726,30.43910627,-97.82535439
CRIMINAL MISCHIEF,N,2020-09-09,OTHER / UNKNOWN,78744,30.21546174,-97.69004271
BURGLARY OF VEHICLE,N,2020-03-29,PARKING /DROP LOT/ GARAGE,78753,30.38907973,-97.64783433
THEFT,N,2019-07-30,SPECIALTY  STORE,78723,30.30738273,-97.70923515
BURGLARY OF VEHICLE,N,2021-07-18,RESIDENCE / HOME,78759,30.42351126,-97.76290072
BURGLARY OF VEHICLE,N,2019-09-12,OTHER / UNKNOWN,78723,30.29125318,-97.66903982
BURGLARY OF VEHICLE,N,2021-10-03,PARKING /DROP LOT/ GARAGE,78750,30.46351146,-97.80301231
BURGLARY OF VEHICLE,N,2019-10-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.25157826,-97.74916359
FAMILY DISTURBANCE,N,2021-10-30,RESIDENCE / HOME,78758,30.36766729,-97.71458237
BURGLARY OF VEHICLE,N,2019-03-02,PARKING /DROP LOT/ GARAGE,78744,30.19821047,-97.72999472
THEFT,N,2020-08-23,RESIDENCE / HOME,78753,30.34887091,-97.6852326
FAMILY DISTURBANCE,N,2020-11-12,RESIDENCE / HOME,78660,30.39659264,-97.61967252
THEFT,N,2021-10-26,PARKING /DROP LOT/ GARAGE,78704,30.24633121,-97.78129556
BURGLARY OF VEHICLE,N,2020-05-14,PARKING /DROP LOT/ GARAGE,78704,30.26452455,-97.75710876
CRIMINAL MISCHIEF,N,2021-08-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.20069494,-97.7628479
THEFT,N,2021-05-07,HOTEL / MOTEL / ETC.,78752,30.32368736,-97.7049619
FAMILY DISTURBANCE,N,2019-02-13,RESIDENCE / HOME,78752,30.33140685,-97.68487489
FAMILY DISTURBANCE,N,2019-01-06,RESIDENCE / HOME,78744,30.19441762,-97.75035685
FAMILY DISTURBANCE,N,2019-07-26,GROCERY / SUPERMARKET,78731,30.30659021,-97.74901545
THEFT,N,2021-03-20,RESTAURANT,78721,30.26560906,-97.69551362
BURGLARY OF VEHICLE,N,2019-09-26,RESIDENCE / HOME,78741,30.22899126,-97.72062928
FAMILY DISTURBANCE,N,2019-12-30,RESIDENCE / HOME,78753,30.3365449,-97.69155742
CRIMINAL MISCHIEF,N,2019-01-21,CONSTRUCTION SITE,78753,30.34589704,-97.67761793
CRIMINAL MISCHIEF,N,2021-01-16,COMMERCIAL / OFFICE BUILDING,78704,30.25463723,-97.74524201
BURGLARY OF VEHICLE,N,2020-06-06,PARKING /DROP LOT/ GARAGE,78754,30.39384308,-97.64466536
BURGLARY OF VEHICLE,N,2021-05-27,RESIDENCE / HOME,78721,30.27240283,-97.68579653
THEFT,N,2019-01-18,DEPARTMENT / DISCOUNT STORE,78704,30.2200027,-97.75439457
FAMILY DISTURBANCE,N,2021-11-28,PARKING /DROP LOT/ GARAGE,78744,30.20549514,-97.73862021
THEFT,N,2020-04-22,COMMERCIAL / OFFICE BUILDING,78753,30.34430294,-97.69766805
FAMILY DISTURBANCE,N,2019-11-07,RESIDENCE / HOME,78750,30.45652049,-97.79606239
CRIMINAL MISCHIEF,N,2020-01-07,RESIDENCE / HOME,78758,30.36756821,-97.70731527
CRIMINAL MISCHIEF,N,2019-08-09,PARKING /DROP LOT/ GARAGE,78727,30.43529881,-97.73039863
BURGLARY OF VEHICLE,N,2020-06-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78746,30.2644318,-97.78589601
FAMILY DISTURBANCE,N,2020-10-27,RESIDENCE / HOME,78749,30.23150211,-97.83743153
FAMILY DISTURBANCE,N,2021-09-18,CAMP / CAMPGROUND,78701,30.26651205,-97.73391006
BURGLARY OF VEHICLE,N,2021-07-16,COMMERCIAL / OFFICE BUILDING,78704,30.24436841,-97.75797911
THEFT,N,2020-03-30,RESIDENCE / HOME,78751,30.31571486,-97.72101375
FAMILY DISTURBANCE,N,2019-12-22,RESIDENCE / HOME,78721,30.26922352,-97.69513602
BURGLARY OF VEHICLE,N,2020-01-18,PARKING /DROP LOT/ GARAGE,78704,30.25579265,-97.76342768
FAMILY DISTURBANCE,N,2021-02-02,RESIDENCE / HOME,78753,30.38347485,-97.67851177
BURGLARY OF VEHICLE,N,2019-05-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.2163855,-97.69335847
BURGLARY OF VEHICLE,N,2019-07-03,RESIDENCE / HOME,78753,30.35781237,-97.69537379
BURGLARY OF VEHICLE,N,2020-09-25,PARKING /DROP LOT/ GARAGE,78759,30.41199699,-97.73036144
BURGLARY OF VEHICLE,N,2019-09-02,RESIDENCE / HOME,78741,30.23059966,-97.71831164
THEFT,N,2019-02-16,RESIDENCE / HOME,78745,30.21061806,-97.78237839
THEFT,N,2019-03-21,OTHER / UNKNOWN,78741,30.23883442,-97.72979918
THEFT,N,2020-05-18,RESIDENCE / HOME,78705,30.28837326,-97.72572475
BURGLARY OF VEHICLE,N,2019-06-18,PARKING /DROP LOT/ GARAGE,78749,30.19860061,-97.84067831
CRIMINAL MISCHIEF,N,2019-08-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78759,30.36811805,-97.74764584
THEFT,Y,2021-04-07,RESIDENCE / HOME,78704,30.23396557,-97.77673189
FAMILY DISTURBANCE,N,2020-06-01,RESIDENCE / HOME,78745,30.19036399,-97.82016037
